X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
1,4,aug,sat,90.98057865328096,95.9190287501376,619.9425825268036,9.302167682490914,14.117353022232797,49.788261278258474,1.643414558029292,-0.022734617505282214,3.5
6,5,mar,thu,84.74639775270633,12.223409637022813,47.63746964782569,3.6714665237272492,5.221406056557481,68.93056001236084,4.404714584246439,0.001758976238621548,2.14
4,3,aug,wed,92.0103640041177,113.20213961318808,655.9565963720302,9.915882047543835,19.822916633149795,43.332908621059,4.726855139455933,0.029639041768220253,0.0
8,6,aug,sat,93.71114929686024,235.4486937571135,728.4951310283375,8.605728282463431,27.554111276498052,28.00287161456561,3.5330454677397767,-0.01374227296638896,4.96
2,4,aug,sun,80.93167150752998,51.051052169029724,638.4424720578487,1.0923776232543467,21.27210416873767,73.01344452640667,5.649064704238208,-0.022154632886159865,54.29
1,4,aug,sat,94.48408601145172,141.25410872783078,654.2779545388904,11.671068826515594,25.141651070709678,40.375854172794135,3.779856941136338,-0.057901888883968744,0.0
1,3,sep,sun,92.88818972191503,121.35713663214571,635.1324202864758,8.674191097392171,24.274834154882743,30.230472323604364,6.62240039219382,-0.004080134492671714,5.33
6,3,jul,tue,91.90432328609413,151.67593964340875,536.5287540234543,9.312196583674757,27.401550215594394,40.87436658143428,3.2138162256127343,0.043981992804822345,7.02
8,5,aug,wed,94.16692810577699,146.10213182415083,669.6960938548054,13.767798115097602,24.020344291056396,34.20787347937845,3.1283133677353865,-0.03742466262437408,0.24
7,4,feb,sun,84.09765325755988,8.072475639724667,1.458998721825477,2.0224798466524905,8.702472659924952,69.76466076678463,1.94395278856874,0.005888971032074263,13.05
4,3,aug,wed,92.66285746020225,104.02227648936424,650.0297042098119,9.962260755371664,19.737600150293428,42.67939400391388,5.17928407551572,0.019715950848321444,0.0
5,4,feb,fri,85.99998730278352,-0.4592545686480207,25.32950090942483,6.4616751408264355,8.487822202893136,44.30609934586759,7.943547062903252,-0.020945379216325912,24.24
1,3,sep,sun,92.50067947379458,123.8052097093466,679.3224365959702,8.646996188099152,24.161664445221952,29.09285954860056,6.601896783404141,0.059167521208360115,5.33
4,3,aug,sun,90.80807449314582,98.19911583538087,607.0412825924941,5.929310180969774,22.161003586104886,35.95154876337075,2.2066855302823427,-0.022290353079386278,0.0
4,5,aug,sun,89.82089487323606,104.53596385892943,668.7960091647709,6.370555955515616,21.558917584968086,31.079458381536494,2.9096136471543286,-0.0037195354178010823,0.0
6,5,mar,sat,91.02840535916401,30.82839438870106,41.958322411416766,7.111434338506846,17.24069579444629,25.23492471931383,4.832950641165784,0.005330809216915061,0.0
3,4,oct,sun,92.45639484131543,48.565385574416354,681.7054945050255,8.442980745499401,20.09057871475183,25.558685828106025,5.60767246594435,-0.0052571531649616,0.0
2,2,sep,fri,92.14559466697993,116.7408874447856,699.0963078916975,12.41952167245915,22.671969985719315,37.92574851702658,4.389588567131698,0.008681411323030888,0.0
2,4,aug,sun,91.0056335928467,181.64232844478892,594.4080848709164,7.75673071024429,21.56940292138266,48.335985575999615,2.2367281710263995,0.021881825356240336,16.0
2,2,aug,mon,90.30402121038624,117.03668382730714,679.6746590732704,5.653710259206254,23.182092237224758,29.751368232801713,2.828076789135084,0.012548101116448536,0.0
4,4,mar,mon,86.90067627507322,22.684189829869577,56.14682008509131,3.8216577864153907,12.459409398943908,34.23561946869483,1.9562105831842653,-0.047247284408981474,0.0
2,2,mar,sun,89.2636307525298,42.27976326743307,70.94655757097561,9.244190918363763,11.401666943298085,38.80414642887568,5.6744218223368055,0.04927964323013389,0.0
4,5,sep,sat,92.93682918404382,132.73644134053066,683.3197951232557,8.416846290453668,17.661507451250635,24.44865659121897,2.9054551652936134,0.0587648060835224,154.88
8,6,aug,fri,89.80237828652508,107.56948052046263,501.30038357712397,11.859518812877356,20.888270290117354,49.503543324019034,8.835264571043984,-0.011436787204338142,0.61
4,5,sep,sat,92.60099587564841,117.01984803027791,663.9504818703703,8.563511700283875,16.81513107100859,22.88672684715183,2.7911556756232363,0.05409093603702687,154.88
5,4,aug,tue,95.87397875348351,144.25829651506567,608.9391010132008,17.84367585623176,25.544322545910273,34.47226657519015,3.709606152163048,-0.029461801502340203,16.4
4,5,mar,fri,90.6012166371939,61.757975247774056,78.61834566031077,12.276337473347084,15.463827417412455,25.060516433881567,7.813707879400245,-0.01997237644236362,0.0
2,2,mar,sun,89.09904927715223,47.39296193414315,104.36366443254478,8.596948554935732,11.114452594777802,40.17216508075782,5.947852486612157,0.003914990285808961,0.0
9,9,jul,tue,85.64586085724429,42.68843607551151,295.6161190091042,3.7324412748066034,18.266312610236348,43.735676033347694,2.6012831946476216,-0.017870541571508598,0.36
7,4,aug,sat,89.83941169715312,109.73091327614132,572.7343985368854,6.576356698289429,19.029663584499513,44.38995273265055,5.7755503177480545,0.019627817936162834,0.0
4,6,dec,fri,84.41360131489147,25.06164992798324,339.46786970976024,3.7023005731050698,2.805868012942633,55.916821888550125,4.833290726902441,0.04237468313201264,9.27
3,5,mar,tue,88.60443821304956,31.012302779423802,55.15412475700761,4.05569590423151,14.528100857913236,37.254595579063135,2.837539597371822,0.006384515999088633,0.0
7,5,jun,sun,92.44325490320271,177.34129131164778,426.2451371113195,10.203384797098826,21.291115745789845,49.976698649841694,1.2205293828200037,0.003549546021502578,0.0
3,4,dec,mon,85.3604437596765,34.61812273542404,349.6831238955796,2.5586565714281417,4.441649580076508,21.120539263295253,8.568563210010106,-0.012199836647698942,10.73
2,2,sep,fri,92.90711914191942,114.96136360930467,647.1241516636721,12.20124088001206,20.04748288546954,33.39965422974246,6.607029726494596,0.008248104595897098,0.0
2,5,jul,sat,92.26512068214628,95.5793591133773,466.77347595072376,9.04988022179133,18.676277271269196,49.58678015147132,2.0382367804798625,0.011029276292035291,0.0
2,2,aug,sun,90.58617932011677,90.87816401382433,623.9737927710744,6.889149684701858,21.58445213341644,31.66475890296049,3.0755551906788607,0.017709874153221276,0.0
8,6,jun,wed,91.3614884399174,142.10839602453325,331.81117597170163,12.172646728372078,19.80044905192043,40.47456369161713,4.611369851673137,0.011146251664961802,0.0
8,6,aug,mon,91.47932342465742,197.1906694851387,649.328310297497,7.7684529416193016,22.480149043009984,54.292721874798,2.1600528550019917,-0.029539451346458717,0.0
4,5,sep,fri,93.78301345135522,96.75803827071073,671.7810040199253,15.656849292450902,18.29047579450534,36.44441941197913,3.489857666378569,0.012231771186209613,0.0
6,5,mar,wed,93.63587308393349,16.160569950001097,30.371249858839498,9.511359536417302,13.483444229640364,22.72516295091765,5.850285757203277,0.09749699698532693,0.0
8,6,aug,wed,86.10168493539766,92.759409657542,627.874178312928,6.459091546227578,18.26031576634146,51.7696448360649,3.9392093846684615,-0.012838906149751805,2.69
7,4,oct,mon,90.65280191757755,60.4654518174635,674.3602943945941,11.634194620972261,16.712236847998856,45.93486204268069,4.365064946213431,0.011863432194143868,6.83
8,6,aug,sun,92.7382449353337,81.14994035034714,528.1523558902262,14.437209145659368,22.0623163852973,31.423512563660836,5.260165663584728,0.014838539568888792,0.0
1,4,aug,wed,90.83985974503354,182.39940695024657,602.1160398172925,8.254209785990966,20.507966118330764,49.39623050763295,4.166803387946467,0.013959538135277495,82.75
5,6,mar,sat,90.88815075776604,48.91065812493945,75.45955575470089,8.002543883224275,15.013081753081268,65.65584917970006,3.8140766253914027,0.007507348908882688,13.99
5,4,sep,fri,95.24481652898922,74.05740140151502,701.6188126338247,15.819496361538807,19.91768119804416,45.4460749862218,4.624417765505778,0.016091897307894218,1.46
6,5,aug,wed,92.33694939312461,117.23447236057991,615.9710868858725,9.596950947003712,15.973281944071093,46.65788140224745,1.0893188708748662,-0.030877876063199108,2.29
3,4,aug,sun,92.2132124890901,181.90973289802272,696.2979110978356,14.002607188483944,26.35598731345027,37.138673845285595,6.050180644754107,-0.01206362825313908,0.76
4,4,dec,mon,85.35445091208994,16.585509878160927,341.65101182143763,2.597245824065625,5.1742186935624925,20.05418518013739,8.556346139464107,0.04072161640950385,22.03
4,4,sep,wed,89.74947209496996,86.07954264795757,695.9059441058199,6.451780756161174,12.639047399215674,72.54551640199035,5.104468550794091,0.03310771660166742,0.0
2,2,aug,mon,90.91734406736637,104.15884306873932,671.9200553638948,4.94126517068898,22.72468442241605,29.588695680086076,3.054499804462005,0.021151715051623526,0.0
4,6,mar,mon,86.86228498087202,23.43779368473066,60.86217417730572,4.956972540851379,13.745342862339152,36.89155987769182,2.9819874076932797,0.007169894093000843,0.0
4,3,sep,thu,92.7502110715589,138.41880728815525,726.9908902869417,9.171983108076901,28.34520100614007,24.164439575743774,1.8648419121843252,0.0083209428905504,0.0
2,4,sep,mon,91.38408450628113,103.13566525255543,728.4243709352744,5.981394161851249,20.222532521978845,41.59127379015409,2.019090332777587,-0.0046536128671673125,1.47
4,5,sep,sat,92.4342022195372,91.92996620457038,695.0564602052704,6.970671394791373,20.38993702075276,43.66308177833318,3.105258066504147,0.02284289636219338,0.0
7,3,mar,mon,87.07391433233985,65.06863108446319,116.15249060316778,4.686140195931818,11.089464443063056,45.467171568600385,5.814453047790913,-0.003209653129011209,27.35
6,3,mar,sat,89.55452426462965,54.92066008763416,85.68565660562012,7.088099767035712,15.248921809702416,31.497555589106895,8.63424711162004,-0.0296631037555236,1.94
6,5,mar,mon,86.66291056889996,12.308113567957253,28.27076474029616,7.066450423521855,10.005426145291745,45.98864488559216,6.045565996423475,-0.0003865747181624811,3.18
2,2,feb,sat,80.25064275266507,13.520177297795948,20.44981666496229,1.2766465089879446,3.8139998242645667,58.17812381586401,0.5338978367116543,0.012809930930237821,6.84
6,3,aug,fri,90.66755356039647,142.20697818264696,591.8596877105297,7.277426841130194,19.528127700513,38.314306730756435,3.269706153986059,-0.015617957022985773,1.56
1,3,sep,fri,91.674925378934,98.58202586693271,745.3306151549554,8.011907179488894,19.747930456307298,49.01405761282647,1.9519145062989265,-0.04138220819481701,0.33
4,4,aug,fri,94.59084715865895,167.27602667802984,735.8186624037606,13.275710187728993,22.667772626228118,52.23718704129319,3.4828301729969087,-0.060705373746969306,6.54
2,5,sep,mon,92.01576451893227,107.06934319076518,742.1961393277313,6.4541367701885735,19.704448076298952,40.36571716665978,2.2777105552572956,-0.05757705116577769,3.93
4,3,jul,thu,93.74933482786389,110.7923796318708,560.0942669631572,9.55278960172589,30.398335514227718,20.562225735458988,4.964192202283409,-0.011845396237024812,0.0
4,3,sep,mon,91.43214239059466,113.90034122646286,766.9103773111267,6.172973226449157,9.945061979710442,85.79563584158586,1.9093775712441885,0.025483570123182114,0.0
2,4,aug,mon,93.5086095514205,104.84963554233629,515.5955901956031,14.194417324142325,28.50246544751257,31.543672349251835,3.8890070870345945,0.015855954834851197,8.85
8,6,dec,wed,84.24648754525249,27.626313365847313,362.3733403869507,4.929217831167795,5.695086112209118,61.29655295980333,7.859428343031055,0.03668035241551375,11.19
8,6,aug,mon,92.04299038365112,211.1904362039914,654.0204132982682,8.04720356463877,26.024009148491125,35.54987272762497,1.2050695419506474,-0.012994001787138472,0.54
8,6,jun,wed,90.83925359734407,151.2007037721596,343.1405742559943,13.918059291247896,19.3352949941177,43.894103436491164,4.756864276921063,0.030994615164545134,0.0
6,5,sep,sat,92.84769185129198,126.79830615307166,665.3868415948435,9.58970535246322,25.042773240397953,27.71056149681993,4.052058168545341,-0.035403437671247616,1090.84
6,4,feb,tue,75.359279178968,9.699812285908497,44.98352310880108,1.8269944394639774,4.480988325962675,78.41491447162095,5.579188446408539,0.018982881237137737,2.14
6,5,aug,wed,92.76109214256414,105.19808224177335,645.8672434805276,9.84516700051572,15.811942411335407,48.63795574401054,0.8885535472870113,-0.024841736012288722,2.29
7,5,oct,mon,91.64572717192955,46.91122986588533,727.7467880161505,10.80102984898687,15.511539961522349,44.92014058362323,3.738655016088508,0.038255663857754536,49.37
1,4,sep,sun,90.21887083037515,273.07888472148306,801.2457734270702,5.5984275873421545,14.411171657780875,79.80822804486372,7.657568500752735,0.007968049656158327,3.71
6,3,sep,mon,89.52780683539363,88.35279358933295,681.0944057894973,6.59518998492313,11.804667740008163,76.7692804392049,7.6856651938524125,-0.014286917997231724,0.0
5,4,aug,tue,95.43411179257072,146.4546555539438,549.3001099969775,18.00143633948039,26.589112426212395,33.02020501693477,3.7884290316686338,-0.04008671341197982,16.4
1,3,aug,sat,91.03366494269646,180.50564965878246,609.8523968637477,10.337878069571273,22.973244294922758,38.99337085340335,3.714075684167343,-0.03312807110113069,6.36
3,4,aug,sun,91.9308737317788,176.39057925083088,698.6979159283153,12.968811132589353,26.845407242554504,38.66490561811738,6.398186676942403,-0.025324755596223325,0.76
4,4,sep,sun,89.71165563199779,87.97920622585335,703.114886538236,4.866607307228485,18.003333320857806,65.22078957343246,1.1153716256496555,-0.054255092901261584,0.0
5,4,feb,sun,86.22352349623763,3.7619146173204854,65.720462367863,3.5779921844614058,13.044311417166877,56.01876753162521,2.109580037201024,0.05073302665594986,6.38
4,5,mar,fri,92.63114421983528,41.142014605890225,101.55589046494009,8.631925283302527,17.85430428129002,24.06360820636838,4.414555422966194,0.010047397477195191,0.0
1,5,sep,tue,91.10597977878462,131.67212631313114,689.7179194345061,7.476346295126989,21.098682350392895,34.32068561797743,2.024955096575763,-0.014482858406443982,11.53
8,6,sep,mon,91.02572714642432,120.42311890028026,822.1272103745288,7.20386759550093,15.542518845708216,48.93022800309905,4.591286233205479,-0.017261519435358856,2.18
8,6,aug,thu,96.03748533766647,136.88880060721496,618.3218409363475,9.989295105170173,20.677290076616714,44.466475700351495,2.335628365427057,0.0003215294498972239,2.55
1,4,aug,sat,89.63266781374065,95.20290571243656,613.2687366515179,8.800442343801546,19.441867446231708,41.015095563881594,4.770713628081123,0.015943594760320385,4.53
8,6,aug,sun,81.83687116448775,52.47890871221611,648.9978635888792,2.6585923659452133,27.640693429767442,36.20963103202764,2.664081904377756,0.024736271509381527,0.0
3,4,sep,sun,92.41760755173284,136.01519434157032,674.2674023783745,8.587299144898537,22.68121854011738,41.345986163679555,5.349922388576973,-0.003155411925219548,0.0
6,3,nov,tue,78.58333830987544,6.819428781461417,126.5817602852281,1.5985954369441693,12.568950195115487,31.067412714779948,4.728583257268921,-0.008706302089419544,0.0
2,2,aug,sat,92.61154093927199,129.59756135191327,559.1384715720301,21.055540691001895,21.852197570189926,32.96602462537161,7.355190182944365,-0.03039687302879126,15.45
3,4,aug,tue,95.97916214494897,184.38492660556545,686.7145895537345,14.31892131583464,31.948649607641354,28.92568236560383,2.1152009387435475,-0.0024547005044212493,14.68
8,6,aug,sat,94.13430076342142,232.266615215783,685.407553510673,8.169622761779758,26.026480167038418,30.68795164637417,3.5842007509491713,0.00539244210911753,4.96
7,4,sep,fri,95.25325951753017,79.52094395039597,747.9169735532731,15.959311922034837,20.796903068386747,48.08378420845638,4.733486652396538,-0.029595701727068924,26.13
8,6,jun,wed,91.45771749346106,152.92806626280657,348.8252171008843,12.151400267392539,18.903967149510603,44.539547504642904,4.504277143546159,0.03911672590078671,0.0
6,5,aug,fri,91.32785570726732,175.96484902157866,785.0662306596403,6.880575633716381,18.24755773602665,61.953731747634215,5.4874706108096,-0.03902674029196656,0.43
7,6,jul,wed,91.57384455642963,182.82049909958235,426.7207156903968,12.253985928574508,12.378623860956107,87.53302379463977,7.435619976820775,0.22255866027993632,0.0
4,4,aug,wed,95.2749956793461,140.47149404896058,570.4049263252598,17.756107667360073,20.14700497043824,56.152467236690114,1.3814976024856978,-0.07568007227794529,0.0
9,5,jun,wed,93.33350893362855,49.855455665934386,340.6777464822981,14.280814947988487,28.1198467574231,34.08524059820115,4.749662123722881,-0.059969031180320924,0.0
6,5,feb,tue,74.62957713602714,8.687126915904166,13.423767255962144,1.0280028542624498,3.927719632524105,82.7603516373459,6.3350628290110995,-0.007899660689681957,5.39
4,4,sep,sun,90.07050558398902,93.28876602076083,697.5844848297772,4.9710077401417845,17.5248100539363,65.18880490750105,1.5762902209703844,0.002673900743170011,0.0
6,5,sep,fri,90.09508501525451,285.55178815167665,823.7250201945233,8.241342129348832,10.10169762112901,77.25658307653651,4.0632336120257335,0.031156909585219113,18.3
9,9,jul,sun,90.25846509268284,70.1901685681423,372.44909927152344,7.038238257452806,25.03433007364371,31.902123648220595,2.088011172155487,-0.04589697798159126,1.36
7,4,aug,sun,93.01456046527761,190.27489686070967,649.3854455818135,7.546208185025044,19.864009481544198,61.2420448021605,5.123698032674088,-0.036903164755287245,0.0
9,9,jul,thu,92.96483834738326,120.47137768920376,559.5875290766467,8.356158663839615,29.99548712051649,28.601292828503325,4.5846504599079845,0.007576966419142375,2.75
9,9,jul,sun,89.10570786538506,62.627853794640785,284.841602681187,7.10615017369056,25.54102404479502,27.94071396806363,2.005802353807283,-0.0022687251219414405,1.36
4,4,aug,fri,93.9718390777907,165.840850193896,702.6910036150426,12.616259774919532,21.77170782972043,52.346095635002406,2.9361829296062942,-0.006770115370101354,6.54
3,4,sep,sun,89.5922955707123,85.8873602015516,766.7855148240773,12.221089657594607,20.526930577613207,56.10907720638685,5.690809472445494,0.03071338495044913,24.59
8,6,aug,mon,90.97157481809545,106.85825490254926,653.4714985192293,5.297475924443988,23.563250504186904,21.92424753228047,2.4650802294632452,-0.027105526514743142,0.0
7,4,feb,fri,84.0601521263796,7.829269585367411,40.33117642316092,2.9952847803493925,9.390500017209316,49.78539644610542,9.189865678791072,0.034330889610011836,4.62
3,4,dec,mon,85.33605685177224,36.59903742302206,319.6906837895337,1.9016920108365274,3.771389718034235,23.346999289808867,8.105204773005763,0.03198089508634234,10.73
6,3,sep,fri,93.4357746322526,126.92127028442555,767.8703029833288,10.626347780703599,15.52978408374084,56.47715815171608,3.1505121628649357,-0.0035265696524481704,0.0
7,4,sep,fri,91.30601286346193,115.31430634483571,673.4017122065567,12.278466759196814,19.10077204817916,34.17110119120602,5.789561724697173,-0.04276281930551863,0.0
7,4,sep,fri,91.93467125959809,86.38691974635145,714.990830984358,9.409167556639954,19.006400190682815,48.4501740815712,2.2231513608304563,-0.0015548209409103632,5.97
6,3,sep,fri,88.84558915794634,62.58935797808103,700.0007496305469,5.871624775033839,20.3656162431727,35.53727174040026,2.0235229309469323,0.005192208233248493,0.0
4,4,sep,fri,92.44742072365864,81.37466424165714,743.3232873259476,8.995938072217625,20.86809980977864,38.26178611692715,4.833187660564247,-0.010507167830293583,13.06
4,3,may,fri,90.22586023440056,35.808391125007546,96.46937673296368,5.4095402294928965,18.563460285464558,39.49408017665678,4.1148723898252015,-0.0683373965112243,38.48
1,3,sep,sun,92.12506224588682,126.81080972365898,685.8210364909257,8.085668916434585,22.99217428562793,32.33130895696902,6.919818517019175,0.005438089072343587,5.33
2,2,mar,sun,88.42496029615023,48.01427831372368,89.68239774225815,10.399957580681427,11.256968619577906,40.105831936572166,5.9875235935178015,0.04310218691471521,0.0
4,4,mar,mon,87.2452479543532,18.02045214454246,125.38988847874066,3.9701665912702135,12.44682869598207,33.521595900428544,1.975346420420543,-0.0347065188828828,0.0
